provider_id,category,proxy_relevance,test_review_count,mean_test_rating,mean_actual_credibility,actual_fake_review_rate
P04529,Painters,0.4512,1,3,0.752,0
P04531,Painters,0.4696,2,2.5,0.9355,0
P04533,Painters,0.4136,1,4,0.517,1
P04534,Painters,0.5316,1,3,0.886,0
P04535,Painters,0.0414,1,1,0.207,1
P04537,Painters,0.253,1,5,0.253,1
P04540,Painters,0.2064,1,4,0.258,1
P04541,Painters,0.3608,1,2,0.902,0
P04542,Painters,0.6355,2,3.5,0.9085,0
P04543,Painters,0.1886,1,1,0.943,0
P04544,Painters,0.914,1,5,0.914,0
P04545,Painters,0.6211333333,3,3.333333333,0.932,0
P04546,Painters,0.4737,2,2.5,0.948,0
P04547,Painters,0.57185,4,3.25,0.876,0
P04549,Painters,0.3676,1,2,0.919,0
P04552,Painters,0.7384,1,4,0.923,0
P04553,Painters,0.4341,2,2.5,0.8865,0
P04554,Painters,0.4542,1,3,0.757,0
P04555,Painters,0.724,1,4,0.905,0
P04556,Painters,0.5448,1,3,0.908,0
P04557,Painters,0.3616,1,2,0.904,0
P04562,Painters,0.5328,1,3,0.888,0
P04563,Painters,0.561,1,3,0.935,0
P04564,Painters,0.7472,1,4,0.934,0
P04565,Painters,0.52445,4,3,0.88675,0
P04566,Painters,0.7224,1,4,0.903,0
P04567,Painters,0.7112,1,4,0.889,0
P04569,Painters,0.3768,1,4,0.471,1
P04570,Painters,0.4374,2,2.5,0.8655,0
P04571,Painters,0.7192,1,4,0.899,0
P04574,Painters,0.243,1,5,0.243,1
P04575,Painters,0.93,1,5,0.93,0
P04576,Painters,0.732,1,4,0.915,0
P04580,Painters,0.9,1,5,0.9,0
P04581,Painters,0.504,2,3,0.808,0
P04584,Painters,0.3631,2,3.5,0.646,0.5
P04585,Painters,0.4129,2,4,0.5975,0.5
P04586,Painters,0.5598,1,3,0.933,0
P04587,Painters,0.5202,2,3,0.829,0
P04591,Painters,0.4657,2,2.5,0.935,0
P04595,Painters,0.7616,1,4,0.952,0
P04596,Painters,0.4027,2,3.5,0.619,0.5
P04597,Painters,0.7616,1,4,0.952,0
P04598,Painters,0.893,1,5,0.893,0
P04600,Painters,0.7408,1,4,0.926,0
P04603,Painters,0.4368,1,3,0.728,0
P04604,Painters,0.5870666667,3,3.333333333,0.8823333333,0
P04605,Painters,0.5604,1,3,0.934,0
P04609,Painters,0.4566,2,2.5,0.9175,0
P04610,Painters,0.1886,1,1,0.943,0
P04611,Painters,0.5628,2,3,0.938,0
P04613,Painters,0.6554,2,3.5,0.935,0
P04614,Painters,0.7088,1,4,0.886,0
P04615,Painters,0.3692,1,2,0.923,0
P04616,Painters,0.6492,2,4,0.8115,0
P04618,Painters,0.4982666667,3,2.666666667,0.9373333333,0
P04623,Painters,0.5688,1,4,0.711,0
P04624,Painters,0.5718,1,3,0.953,0
P04625,Painters,0.561,1,3,0.935,0
P04626,Painters,0.5441,2,3,0.8985,0
P04627,Painters,0.913,1,5,0.913,0
P04630,Painters,0.7288,1,4,0.911,0
P04632,Painters,0.5414,2,3,0.919,0
P04633,Painters,0.6072,1,4,0.759,0
P04637,Painters,0.7392,1,4,0.924,0
P04638,Painters,0.7,1,5,0.7,0
P04640,Painters,0.0678,1,1,0.339,1
P02145,Plumbers,0.0622,1,1,0.311,1
P02146,Plumbers,0.915,1,5,0.915,0
P02148,Plumbers,0.942,1,5,0.942,0
P02150,Plumbers,0.4917,2,3,0.8195,0
P02154,Plumbers,0.352,2,2.5,0.641,0.5
P02155,Plumbers,0.76,1,4,0.95,0
P02156,Plumbers,0.5334,1,3,0.889,0
P02158,Plumbers,0.0974,1,1,0.487,1
P02159,Plumbers,0.7275,2,4,0.9105,0
P02160,Plumbers,0.629,1,5,0.629,1
P02162,Plumbers,0.3276,2,2,0.695,0.5
P02163,Plumbers,0.312,1,3,0.52,1
P02168,Plumbers,0.4117,2,2.5,0.635,0.5
P02171,Plumbers,0.3652,1,2,0.913,0
P02174,Plumbers,0.1792,1,1,0.896,0
P02176,Plumbers,0.748,1,4,0.935,0
P02177,Plumbers,0.6511,2,3.5,0.9175,0
P02179,Plumbers,0.5346,1,3,0.891,0
P02180,Plumbers,0.91,1,5,0.91,0
P02182,Plumbers,0.455,1,5,0.455,1
P02183,Plumbers,0.3299,2,4,0.4725,0.5
P02185,Plumbers,0.7358,3,4,0.9163333333,0
P02186,Plumbers,0.561,1,3,0.935,0
P02187,Plumbers,0.0514,1,1,0.257,1
P02188,Plumbers,0.366,1,2,0.915,0
P02189,Plumbers,0.6128,1,4,0.766,0
P02191,Plumbers,0.6311,2,3.5,0.9035,0
P02194,Plumbers,0.0286,1,1,0.143,1
P02195,Plumbers,0.905,1,5,0.905,0
P02200,Plumbers,0.588,1,4,0.735,0
P02201,Plumbers,0.6476,2,3.5,0.927,0
P02202,Plumbers,0.889,1,5,0.889,0
P02207,Plumbers,0.552,1,3,0.92,0
P02209,Plumbers,0.3388,2,2,0.847,0
P02210,Plumbers,0.714,1,5,0.714,0
P02211,Plumbers,0.567,1,3,0.945,0
P02213,Plumbers,0.4701,2,2.5,0.938,0
P02215,Plumbers,0.4141,2,2.5,0.6845,0.5
P02216,Plumbers,0.938,1,5,0.938,0
P02217,Plumbers,0.8293,2,4.5,0.918,0
P02220,Plumbers,0.5316,1,3,0.886,0
P02224,Plumbers,0.915,1,5,0.915,0
P02226,Plumbers,0.4406,2,4,0.504,0.5
P02227,Plumbers,0.0876,1,1,0.438,1
P02229,Plumbers,0.918,1,5,0.918,0
P02230,Plumbers,0.3548,1,2,0.887,0
P02231,Plumbers,0.732,1,4,0.915,0
P02232,Plumbers,0.564,1,3,0.94,0
P02234,Plumbers,0.907,1,5,0.907,0
P02237,Plumbers,0.069,1,1,0.345,1
P02242,Plumbers,0.3784,1,2,0.946,0
P02244,Plumbers,0.6536,1,4,0.817,0
P02245,Plumbers,0.736,1,4,0.92,0
P02246,Plumbers,0.889,1,5,0.889,0
P02248,Plumbers,0.7384,1,4,0.923,0
P02249,Plumbers,0.901,1,5,0.901,0
P02250,Plumbers,0.5499,2,3,0.9165,0
P02251,Plumbers,0.4452,1,3,0.742,0
P02252,Plumbers,0.2357,2,1.5,0.8225,0
P02253,Plumbers,0.324,1,2,0.81,0
P02255,Plumbers,0.3692,1,2,0.923,0
P02257,Plumbers,0.939,1,5,0.939,0
P02258,Plumbers,0.6828,3,4,0.8296666667,0
P02259,Plumbers,0.89,1,5,0.89,0
P02262,Plumbers,0.6241333333,3,3.666666667,0.8593333333,0
P02263,Plumbers,0.7264,1,4,0.908,0
P02264,Plumbers,0.4524,1,3,0.754,0
P02265,Plumbers,0.1786,1,1,0.893,0
P02269,Plumbers,0.896,1,5,0.896,0
P02270,Plumbers,0.6244,2,3.5,0.892,0
P02273,Plumbers,0.59915,4,3.5,0.857,0
P02274,Plumbers,0.57,1,3,0.95,0
P02275,Plumbers,0.892,1,5,0.892,0
P02278,Plumbers,0.54,1,3,0.9,0
P02279,Plumbers,0.537,1,3,0.895,0
P02280,Plumbers,0.472,3,3.666666667,0.496,0.3333333333
P02281,Plumbers,0.2832,1,4,0.354,1
P02283,Plumbers,0.756,1,4,0.945,0
P02287,Plumbers,0.567,1,3,0.945,0
P02288,Plumbers,0.4323,2,2.5,0.847,0
P02289,Plumbers,0.5835,2,3.5,0.8435,0
P02290,Plumbers,0.648,2,3.5,0.926,0
P02291,Plumbers,0.6272,1,4,0.784,0
P02293,Plumbers,0.5507333333,3,3,0.9093333333,0
P02296,Plumbers,0.54435,4,3.5,0.77275,0.25
P02303,Plumbers,0.5412,1,3,0.902,0
P02305,Plumbers,0.7552,1,4,0.944,0
P02307,Plumbers,0.54,1,3,0.9,0
P02309,Plumbers,0.8077,2,4.5,0.8965,0
P02310,Plumbers,0.8228,2,4.5,0.9135,0
P02312,Plumbers,0.5378,2,3,0.8935,0
P02315,Plumbers,0.5718,1,3,0.953,0
P02316,Plumbers,0.621,3,3.666666667,0.8513333333,0
P02318,Plumbers,0.8251,2,4.5,0.9155,0
P02319,Plumbers,0.5574,2,3,0.929,0
P02322,Plumbers,0.5578,2,3,0.928,0
P02324,Plumbers,0.6371,2,4.5,0.714,0
P02325,Plumbers,0.7302,2,4,0.921,0
P02326,Plumbers,0.941,1,5,0.941,0
P02327,Plumbers,0.5724,1,3,0.954,0
P02333,Plumbers,0.806,1,5,0.806,0
P02335,Plumbers,0.7528,1,4,0.941,0
P02337,Plumbers,0.459,1,5,0.459,1
P02338,Plumbers,0.1042,1,1,0.521,1
P02342,Plumbers,0.7488,1,4,0.936,0
P02343,Plumbers,0.3788,1,2,0.947,0
P02344,Plumbers,0.253,1,5,0.253,1
P02346,Plumbers,0.823,2,4.5,0.915,0
P02347,Plumbers,0.666,2,4,0.8325,0
P02351,Plumbers,0.4599,2,3,0.7665,0.5
P02352,Plumbers,0.227,1,5,0.227,1
P02353,Plumbers,0.3692,1,2,0.923,0
P02357,Plumbers,0.4268,2,2.5,0.859,0
P02358,Plumbers,0.38,1,2,0.95,0
P02359,Plumbers,0.5288,2,4,0.661,0
P02361,Plumbers,0.0688,1,1,0.344,1
P02362,Plumbers,0.2988,1,3,0.498,1
P02364,Plumbers,0.6016,1,4,0.752,0
P02368,Plumbers,0.4663,2,2.5,0.935,0
P02370,Plumbers,0.5604,1,3,0.934,0
P02372,Plumbers,0.0706,1,1,0.353,1
P02373,Plumbers,0.2542,2,1.5,0.8225,0.5
P02374,Plumbers,0.288,1,5,0.288,1
P02376,Plumbers,0.7472,1,4,0.934,0
P02377,Plumbers,0.5515,2,5,0.5515,0.5
P02378,Plumbers,0.6088,1,4,0.761,0
P02379,Plumbers,0.5400666667,3,3.666666667,0.749,0.3333333333
P02380,Plumbers,0.4392,1,3,0.732,0
P02381,Plumbers,0.5626,2,3,0.942,0
P02384,Plumbers,0.7272,1,4,0.909,0
P02387,Plumbers,0.3052,1,2,0.763,0
P02388,Plumbers,0.5712,1,3,0.952,0
P02389,Plumbers,0.6908,2,4,0.8635,0
P02393,Plumbers,0.384,1,5,0.384,1
P02395,Plumbers,0.5448,1,3,0.908,0
P02396,Plumbers,0.3764,1,2,0.941,0
P02399,Plumbers,0.0462,1,1,0.231,1
P02400,Plumbers,0.54,1,3,0.9,0
P02401,Plumbers,0.7184,1,4,0.898,0
P02404,Plumbers,0.7248,1,4,0.906,0
P02406,Plumbers,0.593,1,5,0.593,0
P02407,Plumbers,0.1232,1,1,0.616,1
P02409,Plumbers,0.58,1,4,0.725,0
P02413,Plumbers,0.1962,1,3,0.327,1
P02414,Plumbers,0.6016,1,4,0.752,0
P02415,Plumbers,0.552,2,3,0.906,0
P02418,Plumbers,0.7216,1,4,0.902,0
P02419,Plumbers,0.7224,1,4,0.903,0
P02420,Plumbers,0.922,1,5,0.922,0
P02423,Plumbers,0.8546,2,4.5,0.95,0
P02424,Plumbers,0.0576,1,1,0.288,1
P02425,Plumbers,0.317,1,5,0.317,1
P02426,Plumbers,0.6688,1,4,0.836,0
P02427,Plumbers,0.6464,2,3.5,0.923,0
P02428,Plumbers,0.636,1,5,0.636,1
P02431,Plumbers,0.5484,1,3,0.914,0
P02433,Plumbers,0.8296,2,4.5,0.92,0
P02435,Plumbers,0.7136,1,4,0.892,0
P02436,Plumbers,0.4206,2,2.5,0.8155,0.5
P02437,Plumbers,0.74,1,4,0.925,0
P02438,Plumbers,0.0676,1,1,0.338,1
P02440,Plumbers,0.1482,2,2.5,0.291,1
P02441,Plumbers,0.6204666667,3,3.666666667,0.8356666667,0
P02442,Plumbers,0.5411,2,4.5,0.6325,0.5
P02443,Plumbers,0.5783,2,3.5,0.839,0
P02444,Plumbers,0.76,1,4,0.95,0
P02446,Plumbers,0.4309,2,3.5,0.6545,0.5
P02447,Plumbers,0.7256,1,4,0.907,0
P02453,Plumbers,0.674,1,5,0.674,0
P02454,Plumbers,0.279,1,5,0.279,1
P02455,Plumbers,0.4422,1,3,0.737,0
P02457,Plumbers,0.3696,1,2,0.924,0
P02458,Plumbers,0.7416,1,4,0.927,0
P02459,Plumbers,0.537,1,3,0.895,0
P02461,Plumbers,0.5358,1,3,0.893,0
P02465,Plumbers,0.356,1,2,0.89,0
P02470,Plumbers,0.553,2,3,0.927,0
P02471,Plumbers,0.5562,1,3,0.927,0
P02474,Plumbers,0.697,2,5,0.697,0.5
P02475,Plumbers,0.549,1,3,0.915,0
P02477,Plumbers,0.6935333333,3,4,0.8543333333,0
P02478,Plumbers,0.7632,1,4,0.954,0
P02484,Plumbers,0.3628,1,2,0.907,0
P02488,Plumbers,0.4392,1,3,0.732,0
P02489,Plumbers,0.5352,1,3,0.892,0
P02490,Plumbers,0.2303,2,1.5,0.6885,0.5
P02492,Plumbers,0.311,1,5,0.311,1
P02493,Plumbers,0.3948,2,3,0.564,0.5
P02495,Plumbers,0.4741,2,2.5,0.9485,0
P02498,Plumbers,0.5568,1,3,0.928,0
P02499,Plumbers,0.5358,1,3,0.893,0
P03571,Technicians,0.573,1,3,0.955,0
P03572,Technicians,0.8271,2,4.5,0.92,0
P03573,Technicians,0.3698,2,3.5,0.6365,0.5
P03574,Technicians,0.2159,2,4,0.2875,1
P03582,Technicians,0.7096,1,4,0.887,0
P03586,Technicians,0.756,1,4,0.945,0
P03587,Technicians,0.5586,2,3,0.921,0
P03590,Technicians,0.7392,1,4,0.924,0
P03591,Technicians,0.5773,2,3.5,0.8105,0
P03594,Technicians,0.7392,4,4,0.92625,0
P03597,Technicians,0.1623,2,3,0.3235,1
P03598,Technicians,0.355,1,5,0.355,1
P03599,Technicians,0.5514,1,3,0.919,0
P03600,Technicians,0.896,1,5,0.896,0
P03601,Technicians,0.3588,1,2,0.897,0
P03602,Technicians,0.4626,3,2.666666667,0.7476666667,0.3333333333
P03605,Technicians,0.6568,1,4,0.821,0
P03606,Technicians,0.2867,2,2,0.7105,0.5
P03607,Technicians,0.5604,1,3,0.934,0
P03608,Technicians,0.7408,1,4,0.926,0
P03610,Technicians,0.708,1,4,0.885,0
P03611,Technicians,0.113,1,5,0.113,1
P03613,Technicians,0.1878,1,1,0.939,0
P03614,Technicians,0.7512,1,4,0.939,0
P03615,Technicians,0.1782,1,1,0.891,0
P03616,Technicians,0.4306,2,2.5,0.8725,0
P03617,Technicians,0.4556,2,2.5,0.911,0
P03619,Technicians,0.52,1,5,0.52,1
P03622,Technicians,0.4578,1,3,0.763,0
P03623,Technicians,0.906,1,5,0.906,0
P03626,Technicians,0.732,1,4,0.915,0
P03627,Technicians,0.3684,1,2,0.921,0
P03628,Technicians,0.5418,1,3,0.903,0
P03630,Technicians,0.6768,1,4,0.846,0
P03634,Technicians,0.764,1,4,0.955,0
P03635,Technicians,0.7408,1,4,0.926,0
P03636,Technicians,0.6403,2,3.5,0.9115,0
P03638,Technicians,0.3652,1,2,0.913,0
P03639,Technicians,0.6650666667,3,3.666666667,0.9066666667,0
P03641,Technicians,0.7539,2,4,0.9405,0
P03643,Technicians,0.7256,1,4,0.907,0
P03644,Technicians,0.531,1,3,0.885,0
P03645,Technicians,0.3084,2,4,0.45,1
P03647,Technicians,0.6356,2,3.5,0.9065,0
P03649,Technicians,0.3588,1,2,0.897,0
P03650,Technicians,0.7392,1,4,0.924,0
P03651,Technicians,0.7116,2,4,0.8895,0
P03653,Technicians,0.512,2,3.5,0.782,0
P03654,Technicians,0.5418,1,3,0.903,0
P03656,Technicians,0.3752,1,4,0.469,1
P03657,Technicians,0.518,1,5,0.518,1
P03659,Technicians,0.2448,2,2.5,0.4665,1
P03661,Technicians,0.3676,1,2,0.919,0
P03663,Technicians,0.7592,1,4,0.949,0
P03666,Technicians,0.1228,1,1,0.614,1
P03668,Technicians,0.3835,2,4.5,0.418,1
P03670,Technicians,0.4551,2,2.5,0.9125,0
P03674,Technicians,0.5592,1,3,0.932,0
P03675,Technicians,0.7472,1,4,0.934,0
P03676,Technicians,0.4718,2,4.5,0.562,0.5
P03677,Technicians,0.5592,1,3,0.932,0
P03680,Technicians,0.3699,2,2,0.9115,0
P03682,Technicians,0.6224,1,4,0.778,0
P03683,Technicians,0.308,1,5,0.308,1
P03685,Technicians,0.744,1,4,0.93,0
P03686,Technicians,0.3988,2,2.5,0.596,0.5
P03687,Technicians,0.5328,1,3,0.888,0
P03688,Technicians,0.922,1,5,0.922,0
P03689,Technicians,0.7592,1,4,0.949,0
P03690,Technicians,0.732,1,4,0.915,0
P03692,Technicians,0.8104,2,4.5,0.9005,0
P03693,Technicians,0.126,1,1,0.63,1
P03694,Technicians,0.558,1,3,0.93,0
P03695,Technicians,0.5574,1,3,0.929,0
P03696,Technicians,0.552,2,3,0.92,0
P03698,Technicians,0.5124,1,3,0.854,0
P03699,Technicians,0.2924,1,2,0.731,0
P03701,Technicians,0.3616,1,2,0.904,0
P03703,Technicians,0.57,1,3,0.95,0
P03704,Technicians,0.66,1,5,0.66,0
P03706,Technicians,0.922,1,5,0.922,0
P03709,Technicians,0.3787,2,2,0.9455,0
P03711,Technicians,0.7512,1,4,0.939,0
P03712,Technicians,0.4226,2,2.5,0.6955,0.5
P03714,Technicians,0.5544,1,3,0.924,0
P03715,Technicians,0.6576,1,4,0.822,0
P03719,Technicians,0.7395,2,4,0.9175,0
P03720,Technicians,0.3551,2,3.5,0.626,0.5
P03724,Technicians,0.7224,1,4,0.903,0
P03726,Technicians,0.6574666667,3,4,0.8416666667,0
P03727,Technicians,0.5518,2,3,0.925,0
P03730,Technicians,0.5334,1,3,0.889,0
P03731,Technicians,0.5145,2,4,0.6935,0.5
P03737,Technicians,0.7208,1,4,0.901,0
P03738,Technicians,0.915,1,5,0.915,0
P03739,Technicians,0.931,1,5,0.931,0
P03741,Technicians,0.58445,4,4.25,0.7235,0.25
P03742,Technicians,0.764,1,4,0.955,0
P03743,Technicians,0.3544,1,2,0.886,0
P03745,Technicians,0.5944,1,4,0.743,0
P03746,Technicians,0.6632,2,4,0.829,0
P03747,Technicians,0.6459,2,3.5,0.9265,0
P03748,Technicians,0.5502,1,3,0.917,0
P03749,Technicians,0.6056,1,4,0.757,0
P03750,Technicians,0.949,1,5,0.949,0
P03751,Technicians,0.948,1,5,0.948,0
P03752,Technicians,0.5706,1,3,0.951,0
P03753,Technicians,0.7536,1,4,0.942,0
P03756,Technicians,0.1148,1,1,0.574,1
P03757,Technicians,0.1902,2,1,0.951,0
P03758,Technicians,0.67565,4,4.25,0.81275,0.25
P03760,Technicians,0.4606,2,2.5,0.916,0
P03761,Technicians,0.6024,1,4,0.753,0
P03767,Technicians,0.7444,2,4,0.926,0
P03768,Technicians,0.715,1,5,0.715,0
P03769,Technicians,0.5388666667,3,3,0.9036666667,0
P03772,Technicians,0.3808,1,2,0.952,0
P03773,Technicians,0.945,1,5,0.945,0
P03775,Technicians,0.6016,1,4,0.752,0
P03776,Technicians,0.918,1,5,0.918,0
P03783,Technicians,0.5792,1,4,0.724,0
P03784,Technicians,0.512,3,3.666666667,0.7103333333,0.3333333333
P03786,Technicians,0.941,1,5,0.941,0
P03787,Technicians,0.0402,1,1,0.201,1
P03788,Technicians,0.5725,2,3.5,0.8485,0
P03789,Technicians,0.909,1,5,0.909,0
P03790,Technicians,0.7264,1,4,0.908,0
P03791,Technicians,0.618,1,5,0.618,1
P03792,Technicians,0.46925,4,4,0.6185,0.5
P03795,Technicians,0.0726,1,1,0.363,1
P03796,Technicians,0.6828,3,3.666666667,0.933,0
P03801,Technicians,0.899,1,5,0.899,0
P03802,Technicians,0.7568,1,4,0.946,0
P03806,Technicians,0.362,1,2,0.905,0
P03807,Technicians,0.3812,1,2,0.953,0
P03808,Technicians,0.7496,1,4,0.937,0
P03809,Technicians,0.938,1,5,0.938,0
P03814,Technicians,0.5388,1,3,0.898,0
P03816,Technicians,0.5622,1,3,0.937,0
P03817,Technicians,0.1602,2,1,0.801,0
P03818,Technicians,0.4242,3,4.333333333,0.503,0.6666666667
P03819,Technicians,0.3704,1,2,0.926,0
P03821,Technicians,0.111,1,1,0.555,1
P03823,Technicians,0.5688,1,4,0.711,0
P03825,Technicians,0.4951,4,2.75,0.90175,0
P03827,Technicians,0.5944,1,4,0.743,0
P03828,Technicians,0.6136,1,4,0.767,0
P03830,Technicians,0.6771333333,3,3.666666667,0.922,0
P03831,Technicians,0.764,2,4.5,0.842,0
P03832,Technicians,0.2808,1,4,0.351,1
P03834,Technicians,0.288,1,2,0.72,0
P03835,Technicians,0.4602,1,3,0.767,0
P03838,Technicians,0.3776,1,2,0.944,0
P03840,Technicians,0.5445,2,4.5,0.639,0.5
P03842,Technicians,0.51,3,3.666666667,0.751,0.3333333333
P03843,Technicians,0.457,2,2.5,0.9165,0
P03845,Technicians,0.5604,1,3,0.934,0
P03846,Technicians,0.188,1,1,0.94,0
P03853,Technicians,0.716,1,4,0.895,0
P03857,Technicians,0.5112,3,3.333333333,0.7736666667,0
P03858,Technicians,0.3648,1,2,0.912,0
P03859,Technicians,0.4464,1,3,0.744,0
P03860,Technicians,0.4428,1,3,0.738,0
P03862,Technicians,0.947,1,5,0.947,0
P03864,Technicians,0.5634,1,3,0.939,0
P03866,Technicians,0.37,1,2,0.925,0
P03868,Technicians,0.7576,1,4,0.947,0
P03869,Technicians,0.949,1,5,0.949,0
P03873,Technicians,0.78015,4,4.25,0.91975,0
P03874,Technicians,0.3652,1,2,0.913,0
P03875,Technicians,0.893,1,5,0.893,0
P03880,Technicians,0.6762,3,3.666666667,0.921,0
P03881,Technicians,0.189,1,1,0.945,0
P03882,Technicians,0.5472,2,3,0.9115,0
P03883,Technicians,0.5534,2,3,0.9285,0
P03885,Technicians,0.8335,2,4.5,0.9255,0
P03886,Technicians,0.7,1,5,0.7,0
P03890,Technicians,0.5498,2,3,0.914,0
P03892,Technicians,0.4386,1,3,0.731,0
P03894,Technicians,0.74,1,4,0.925,0
P03895,Technicians,0.4749333333,3,4,0.6173333333,0.3333333333
P03898,Technicians,0.3608,1,2,0.902,0
P03902,Technicians,0.7516666667,3,4,0.9393333333,0
P03904,Technicians,0.1854,1,1,0.927,0
P03907,Technicians,0.2896,1,2,0.724,0
P03909,Technicians,0.7248,1,4,0.906,0
P03910,Technicians,0.206,1,5,0.206,1
P03914,Technicians,0.5358,1,3,0.893,0
P03915,Technicians,0.6791,4,3.75,0.9055,0
P03918,Technicians,0.7416,1,4,0.927,0
P03919,Technicians,0.3592,1,2,0.898,0
P03920,Technicians,0.5724,1,3,0.954,0
P03923,Technicians,0.604,1,4,0.755,0
P03926,Technicians,0.6640666667,3,3.666666667,0.889,0
P03927,Technicians,0.929,1,5,0.929,0
P01429,Tile,0.492,1,3,0.82,0
P01433,Tile,0.7990666667,3,4.666666667,0.8596666667,0
P01434,Tile,0.5328,1,3,0.888,0
P01437,Tile,0.3628,1,2,0.907,0
P01440,Tile,0.0738,1,1,0.369,1
P01442,Tile,0.3685,2,4,0.5455,0.5
P01443,Tile,0.911,1,5,0.911,0
P01444,Tile,0.5496,1,3,0.916,0
P01448,Tile,0.72,1,4,0.9,0
P01451,Tile,0.916,1,5,0.916,0
P01452,Tile,0.6169333333,3,4,0.75,0.3333333333
P01453,Tile,0.7384,1,4,0.923,0
P01457,Tile,0.57,1,3,0.95,0
P01459,Tile,0.95,1,5,0.95,0
P01461,Tile,0.4881,2,3.5,0.7275,0.5
P01463,Tile,0.646,2,3.5,0.9235,0
P01466,Tile,0.7324,2,4,0.9155,0
P01468,Tile,0.5015,2,3,0.6395,0.5
P01469,Tile,0.5092,2,4,0.6365,0.5
P01470,Tile,0.475,1,5,0.475,1
P01471,Tile,0.149,1,5,0.149,1
P01473,Tile,0.3808,1,2,0.952,0
P01474,Tile,0.3816,1,2,0.954,0
P01476,Tile,0.8499,2,4.5,0.9435,0
P01478,Tile,0.6492,2,4,0.8115,0
P01480,Tile,0.6427,2,3.5,0.9205,0
P01481,Tile,0.3984,2,2.5,0.5715,0.5
P01483,Tile,0.1218,1,1,0.609,1
P01484,Tile,0.612,2,4.5,0.703,0.5
P01486,Tile,0.54,1,3,0.9,0
P01488,Tile,0.409,2,3.5,0.6275,0.5
P01489,Tile,0.6192,1,4,0.774,0
P01491,Tile,0.708,1,4,0.885,0
P01493,Tile,0.339,1,5,0.339,1
P01495,Tile,0.562,2,3,0.935,0
P01497,Tile,0.5652,1,3,0.942,0
P01499,Tile,0.4248,1,3,0.708,0
P01500,Tile,0.7616,1,4,0.952,0
P01503,Tile,0.3377,2,3.5,0.617,0.5
P01504,Tile,0.604,1,4,0.755,0
P01505,Tile,0.6447,2,3.5,0.925,0
P01506,Tile,0.7504,1,4,0.938,0
P01507,Tile,0.7408,2,4,0.926,0
P01508,Tile,0.5502,1,3,0.917,0
P01509,Tile,0.756,1,4,0.945,0
P01519,Tile,0.5952,1,4,0.744,0
P01520,Tile,0.5550666667,3,3.666666667,0.7726666667,0.3333333333
P01521,Tile,0.617,1,5,0.617,1
P01522,Tile,0.679,3,3.666666667,0.9253333333,0
P01524,Tile,0.6680666667,3,3.666666667,0.9093333333,0
P01525,Tile,0.7336,1,4,0.917,0
P01528,Tile,0.6365,2,3.5,0.9065,0
P01531,Tile,0.1348,1,1,0.674,0
P01533,Tile,0.72,1,4,0.9,0
P01534,Tile,0.7144,1,4,0.893,0
P01535,Tile,0.7144,1,4,0.893,0
P01538,Tile,0.7592,1,4,0.949,0
P01539,Tile,0.4638,1,3,0.773,0
P01540,Tile,0.5976,1,4,0.747,0
P01541,Tile,0.4547,2,2.5,0.922,0
P01543,Tile,0.549,1,3,0.915,0
P01545,Tile,0.5744,1,4,0.718,0
P01549,Tile,0.596,1,4,0.745,0
P01550,Tile,0.7256,1,4,0.907,0
P01552,Tile,0.572,1,4,0.715,0
P01553,Tile,0.8245,2,4.5,0.915,0
P01554,Tile,0.3556,1,2,0.889,0
P01555,Tile,0.3384,2,2.5,0.5295,0.5
P01560,Tile,0.523,2,3,0.834,0
P01561,Tile,0.946,1,5,0.946,0
P01562,Tile,0.1104,1,1,0.552,1
P01564,Tile,0.7464,1,4,0.933,0
P01567,Tile,0.5568,1,3,0.928,0
P01568,Tile,0.7592,1,4,0.949,0
P01569,Tile,0.74185,4,4,0.92525,0
P01570,Tile,0.3792,1,2,0.948,0
P01571,Tile,0.6109333333,3,3.333333333,0.9183333333,0
P01573,Tile,0.3356,2,2,0.832,0
P01574,Tile,0.571,1,5,0.571,0
P01575,Tile,0.7512,1,4,0.939,0
P01577,Tile,0.6504,2,3.5,0.9255,0
P01579,Tile,0.7229333333,3,4,0.9036666667,0
P01580,Tile,0.74,1,4,0.925,0
P01581,Tile,0.6025,4,3.25,0.9255,0
P01583,Tile,0.4334,3,2.333333333,0.933,0
P01584,Tile,0.44575,4,3.5,0.682,0.25
P01585,Tile,0.5634,2,3,0.939,0
P01586,Tile,0.6325,2,3.5,0.902,0
P01587,Tile,0.567,1,3,0.945,0
P01588,Tile,0.35925,4,2.25,0.82475,0
P01590,Tile,0.5496,1,3,0.916,0
P01594,Tile,0.7528,1,4,0.941,0
P01595,Tile,0.7544,1,4,0.943,0
P01596,Tile,0.3792,1,2,0.948,0
P01599,Tile,0.3772,1,2,0.943,0
P01600,Tile,0.91,1,5,0.91,0
P01601,Tile,0.6152,1,4,0.769,0
P01602,Tile,0.37,1,2,0.925,0
P01603,Tile,0.897,1,5,0.897,0
P01605,Tile,0.4503,2,4.5,0.542,0.5
P01606,Tile,0.3608,1,2,0.902,0
P01607,Tile,0.5508,1,3,0.918,0
P01608,Tile,0.7392,1,4,0.924,0
P01610,Tile,0.899,1,5,0.899,0
P01611,Tile,0.3768,1,2,0.942,0
P01613,Tile,0.391,1,5,0.391,1
P01616,Tile,0.8428,2,4.5,0.937,0
P01618,Tile,0.57,1,3,0.95,0
P01619,Tile,0.5604,1,3,0.934,0
