source_provider_id,provider_id,source_category,category,source_district,mapped_district,mapping_algorithm,mapping_version
P110043,P07183,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110044,P07184,CCTV,CCTV,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110045,P07185,CCTV,CCTV,Badulla,Colombo,category-sorted-bijection-v1,provider-map-v1
P110046,P07186,CCTV,CCTV,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110047,P07187,CCTV,CCTV,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P110048,P07188,CCTV,CCTV,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110049,P07189,CCTV,CCTV,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110050,P07190,CCTV,CCTV,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110051,P07191,CCTV,CCTV,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P110052,P07192,CCTV,CCTV,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P110053,P07193,CCTV,CCTV,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110054,P07194,CCTV,CCTV,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110055,P07195,CCTV,CCTV,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110056,P07196,CCTV,CCTV,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P110057,P07197,CCTV,CCTV,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110058,P07198,CCTV,CCTV,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110059,P07199,CCTV,CCTV,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110060,P07200,CCTV,CCTV,Kurunegala,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110061,P07201,CCTV,CCTV,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110062,P07202,CCTV,CCTV,Colombo,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110063,P07203,CCTV,CCTV,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P110064,P07204,CCTV,CCTV,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110065,P07205,CCTV,CCTV,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P110066,P07206,CCTV,CCTV,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110067,P07207,CCTV,CCTV,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P110068,P07208,CCTV,CCTV,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P110069,P07209,CCTV,CCTV,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110070,P07210,CCTV,CCTV,Badulla,Matara,category-sorted-bijection-v1,provider-map-v1
P110071,P07211,CCTV,CCTV,Batticaloa,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110072,P07212,CCTV,CCTV,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110073,P07213,CCTV,CCTV,Colombo,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110074,P07214,CCTV,CCTV,Nuwara Eliya,Matara,category-sorted-bijection-v1,provider-map-v1
P110075,P07215,CCTV,CCTV,Colombo,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110076,P07216,CCTV,CCTV,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P110077,P07217,CCTV,CCTV,Anuradhapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110078,P07218,CCTV,CCTV,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110079,P07219,CCTV,CCTV,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110080,P07220,CCTV,CCTV,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P110081,P07221,CCTV,CCTV,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P110082,P07222,CCTV,CCTV,Kalutara,Galle,category-sorted-bijection-v1,provider-map-v1
P110083,P07223,CCTV,CCTV,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110084,P07224,CCTV,CCTV,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P110085,P07225,CCTV,CCTV,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110086,P07226,CCTV,CCTV,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110087,P07227,CCTV,CCTV,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110088,P07228,CCTV,CCTV,Batticaloa,Galle,category-sorted-bijection-v1,provider-map-v1
P110089,P07229,CCTV,CCTV,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P110090,P07230,CCTV,CCTV,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P110091,P07231,CCTV,CCTV,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110092,P07232,CCTV,CCTV,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110093,P07233,CCTV,CCTV,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110094,P07234,CCTV,CCTV,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110095,P07235,CCTV,CCTV,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110096,P07236,CCTV,CCTV,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110097,P07237,CCTV,CCTV,Gampaha,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110098,P07238,CCTV,CCTV,Nuwara Eliya,Matara,category-sorted-bijection-v1,provider-map-v1
P110099,P07239,CCTV,CCTV,Kurunegala,Matara,category-sorted-bijection-v1,provider-map-v1
P110100,P07240,CCTV,CCTV,Nuwara Eliya,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110101,P07241,CCTV,CCTV,Jaffna,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110102,P07242,CCTV,CCTV,Ratnapura,Matara,category-sorted-bijection-v1,provider-map-v1
P110103,P07243,CCTV,CCTV,Kandy,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110104,P07244,CCTV,CCTV,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P110105,P07245,CCTV,CCTV,Ratnapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110106,P07246,CCTV,CCTV,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P110107,P07247,CCTV,CCTV,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P110108,P07248,CCTV,CCTV,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110109,P07249,CCTV,CCTV,Gampaha,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110110,P07250,CCTV,CCTV,Colombo,Matara,category-sorted-bijection-v1,provider-map-v1
P110111,P07251,CCTV,CCTV,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P110112,P07252,CCTV,CCTV,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P110113,P07253,CCTV,CCTV,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110114,P07254,CCTV,CCTV,Nuwara Eliya,Matara,category-sorted-bijection-v1,provider-map-v1
P110115,P07255,CCTV,CCTV,Badulla,Colombo,category-sorted-bijection-v1,provider-map-v1
P110116,P07256,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110117,P07257,CCTV,CCTV,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P110118,P07258,CCTV,CCTV,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110119,P07259,CCTV,CCTV,Badulla,Galle,category-sorted-bijection-v1,provider-map-v1
P110120,P07260,CCTV,CCTV,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110121,P07261,CCTV,CCTV,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110122,P07262,CCTV,CCTV,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P110123,P07263,CCTV,CCTV,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110124,P07264,CCTV,CCTV,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P110125,P07265,CCTV,CCTV,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P110126,P07266,CCTV,CCTV,Matara,Matara,category-sorted-bijection-v1,provider-map-v1
P110127,P07267,CCTV,CCTV,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110128,P07268,CCTV,CCTV,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110129,P07269,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110130,P07270,CCTV,CCTV,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P110131,P07271,CCTV,CCTV,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P110132,P07272,CCTV,CCTV,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P110133,P07273,CCTV,CCTV,Badulla,Matara,category-sorted-bijection-v1,provider-map-v1
P110134,P07274,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110135,P07275,CCTV,CCTV,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110136,P07276,CCTV,CCTV,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110137,P07277,CCTV,CCTV,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P110138,P07278,CCTV,CCTV,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P110139,P07279,CCTV,CCTV,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P110140,P07280,CCTV,CCTV,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P110141,P07281,CCTV,CCTV,Kalutara,Colombo,category-sorted-bijection-v1,provider-map-v1
P110142,P07282,CCTV,CCTV,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P110143,P07283,CCTV,CCTV,Batticaloa,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110144,P07284,CCTV,CCTV,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P110145,P07285,CCTV,CCTV,Gampaha,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110146,P07286,CCTV,CCTV,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110147,P07287,CCTV,CCTV,Matara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110148,P07288,CCTV,CCTV,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110149,P07289,CCTV,CCTV,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P110150,P07290,CCTV,CCTV,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110151,P07291,CCTV,CCTV,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110152,P07292,CCTV,CCTV,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110153,P07293,CCTV,CCTV,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110154,P07294,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110155,P07295,CCTV,CCTV,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P110156,P07296,CCTV,CCTV,Kandy,Galle,category-sorted-bijection-v1,provider-map-v1
P110157,P07297,CCTV,CCTV,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110158,P07298,CCTV,CCTV,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P110159,P07299,CCTV,CCTV,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P110160,P07300,CCTV,CCTV,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P110161,P07301,CCTV,CCTV,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P110162,P07302,CCTV,CCTV,Anuradhapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110163,P07303,CCTV,CCTV,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110164,P07304,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110165,P07305,CCTV,CCTV,Kalutara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110166,P07306,CCTV,CCTV,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P110167,P07307,CCTV,CCTV,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110168,P07308,CCTV,CCTV,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110169,P07309,CCTV,CCTV,Matara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110170,P07310,CCTV,CCTV,Ratnapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110171,P07311,CCTV,CCTV,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110172,P07312,CCTV,CCTV,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P110173,P07313,CCTV,CCTV,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110174,P07314,CCTV,CCTV,Anuradhapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110175,P07315,CCTV,CCTV,Kalutara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110176,P07316,CCTV,CCTV,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110177,P07317,CCTV,CCTV,Nuwara Eliya,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110178,P07318,CCTV,CCTV,Colombo,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110179,P07319,CCTV,CCTV,Ratnapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110180,P07320,CCTV,CCTV,Nuwara Eliya,Galle,category-sorted-bijection-v1,provider-map-v1
P110181,P07321,CCTV,CCTV,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110182,P07322,CCTV,CCTV,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110183,P07323,CCTV,CCTV,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P110184,P07324,CCTV,CCTV,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110185,P07325,CCTV,CCTV,Badulla,Matara,category-sorted-bijection-v1,provider-map-v1
P110186,P07326,CCTV,CCTV,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P110187,P07327,CCTV,CCTV,Badulla,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110188,P07328,CCTV,CCTV,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P110189,P07329,CCTV,CCTV,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110190,P07330,CCTV,CCTV,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110191,P07331,CCTV,CCTV,Colombo,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110192,P07332,CCTV,CCTV,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P110193,P07333,CCTV,CCTV,Galle,Kandy,category-sorted-bijection-v1,provider-map-v1
P110194,P07334,CCTV,CCTV,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P110195,P07335,CCTV,CCTV,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P110196,P07336,CCTV,CCTV,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110197,P07337,CCTV,CCTV,Kalutara,Galle,category-sorted-bijection-v1,provider-map-v1
P110198,P07338,CCTV,CCTV,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110199,P07339,CCTV,CCTV,Matara,Matara,category-sorted-bijection-v1,provider-map-v1
P110200,P07340,CCTV,CCTV,Anuradhapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110201,P07341,CCTV,CCTV,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P110202,P07342,CCTV,CCTV,Anuradhapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110203,P07343,CCTV,CCTV,Colombo,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110204,P07344,CCTV,CCTV,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110205,P07345,CCTV,CCTV,Matara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110206,P07346,CCTV,CCTV,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110207,P07347,CCTV,CCTV,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P110208,P07348,CCTV,CCTV,Ratnapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P110209,P07349,CCTV,CCTV,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110210,P07350,CCTV,CCTV,Matale,Matara,category-sorted-bijection-v1,provider-map-v1
P110211,P07351,CCTV,CCTV,Galle,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110212,P07352,CCTV,CCTV,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P110213,P07353,CCTV,CCTV,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110214,P07354,CCTV,CCTV,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110215,P07355,CCTV,CCTV,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110216,P07356,CCTV,CCTV,Nuwara Eliya,Galle,category-sorted-bijection-v1,provider-map-v1
P110217,P07357,CCTV,CCTV,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P110218,P07358,CCTV,CCTV,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110219,P07359,CCTV,CCTV,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110220,P07360,CCTV,CCTV,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110221,P07361,CCTV,CCTV,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110222,P07362,CCTV,CCTV,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110223,P07363,CCTV,CCTV,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P110224,P07364,CCTV,CCTV,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P110225,P07365,CCTV,CCTV,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110226,P07366,CCTV,CCTV,Matale,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110227,P07367,CCTV,CCTV,Galle,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110228,P07368,CCTV,CCTV,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110229,P07369,CCTV,CCTV,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110230,P07370,CCTV,CCTV,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110231,P07371,CCTV,CCTV,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110232,P07372,CCTV,CCTV,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P110233,P07373,CCTV,CCTV,Jaffna,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110234,P07374,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110235,P07375,CCTV,CCTV,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110236,P07376,CCTV,CCTV,Matara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110237,P07377,CCTV,CCTV,Gampaha,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110238,P07378,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110239,P07379,CCTV,CCTV,Kandy,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110240,P07380,CCTV,CCTV,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110241,P07381,CCTV,CCTV,Ratnapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110242,P07382,CCTV,CCTV,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110243,P07383,CCTV,CCTV,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110244,P07384,CCTV,CCTV,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P110245,P07385,CCTV,CCTV,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P110246,P07386,CCTV,CCTV,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110247,P07387,CCTV,CCTV,Matale,Kandy,category-sorted-bijection-v1,provider-map-v1
P110248,P07388,CCTV,CCTV,Matara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110249,P07389,CCTV,CCTV,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110250,P07390,CCTV,CCTV,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110251,P07391,CCTV,CCTV,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P110252,P07392,CCTV,CCTV,Gampaha,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110253,P07393,CCTV,CCTV,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P110254,P07394,CCTV,CCTV,Kandy,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110255,P07395,CCTV,CCTV,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P110256,P07396,CCTV,CCTV,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P110257,P07397,CCTV,CCTV,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110258,P07398,CCTV,CCTV,Badulla,Matara,category-sorted-bijection-v1,provider-map-v1
P110259,P07399,CCTV,CCTV,Ratnapura,Galle,category-sorted-bijection-v1,provider-map-v1
P110260,P07400,CCTV,CCTV,Anuradhapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110261,P07401,CCTV,CCTV,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110262,P07402,CCTV,CCTV,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110263,P07403,CCTV,CCTV,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P110264,P07404,CCTV,CCTV,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110265,P07405,CCTV,CCTV,Ratnapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110266,P07406,CCTV,CCTV,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P110267,P07407,CCTV,CCTV,Kurunegala,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110268,P07408,CCTV,CCTV,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110269,P07409,CCTV,CCTV,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110270,P07410,CCTV,CCTV,Colombo,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110271,P07411,CCTV,CCTV,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110272,P07412,CCTV,CCTV,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P110273,P07413,CCTV,CCTV,Jaffna,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110274,P07414,CCTV,CCTV,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110275,P07415,CCTV,CCTV,Matale,Kandy,category-sorted-bijection-v1,provider-map-v1
P110276,P07416,CCTV,CCTV,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P110277,P07417,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110278,P07418,CCTV,CCTV,Badulla,Galle,category-sorted-bijection-v1,provider-map-v1
P110279,P07419,CCTV,CCTV,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P110280,P07420,CCTV,CCTV,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110281,P07421,CCTV,CCTV,Ratnapura,Galle,category-sorted-bijection-v1,provider-map-v1
P110282,P07422,CCTV,CCTV,Kurunegala,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110283,P07423,CCTV,CCTV,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110284,P07424,CCTV,CCTV,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110285,P07425,CCTV,CCTV,Kalutara,Galle,category-sorted-bijection-v1,provider-map-v1
P110286,P07426,CCTV,CCTV,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P110287,P07427,CCTV,CCTV,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110288,P07428,CCTV,CCTV,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P110289,P07429,CCTV,CCTV,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P110290,P07430,CCTV,CCTV,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110291,P07431,CCTV,CCTV,Jaffna,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110292,P07432,CCTV,CCTV,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110293,P07433,CCTV,CCTV,Batticaloa,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110294,P07434,CCTV,CCTV,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110295,P07435,CCTV,CCTV,Nuwara Eliya,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110296,P07436,CCTV,CCTV,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110297,P07437,CCTV,CCTV,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P110298,P07438,CCTV,CCTV,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110299,P07439,CCTV,CCTV,Galle,Galle,category-sorted-bijection-v1,provider-map-v1
P110300,P07440,CCTV,CCTV,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110301,P07441,CCTV,CCTV,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P110302,P07442,CCTV,CCTV,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P110303,P07443,CCTV,CCTV,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110304,P07444,CCTV,CCTV,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P110305,P07445,CCTV,CCTV,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110306,P07446,CCTV,CCTV,Nuwara Eliya,Kandy,category-sorted-bijection-v1,provider-map-v1
P110307,P07447,CCTV,CCTV,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P110308,P07448,CCTV,CCTV,Gampaha,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P110309,P07449,CCTV,CCTV,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P110310,P07450,CCTV,CCTV,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P110311,P07451,CCTV,CCTV,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110312,P07452,CCTV,CCTV,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110313,P07453,CCTV,CCTV,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P110314,P07454,CCTV,CCTV,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P110315,P07455,CCTV,CCTV,Batticaloa,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P110316,P07456,CCTV,CCTV,Kalutara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P110317,P07457,CCTV,CCTV,Matara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
